,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,target
20,1.8736008253843368,0.6558745746620135,,0.2588294029704249,0.6060198167306586,1.0291971477422532,-0.9282020817735752,1.2225307651224746,0.7026913490179814,0.5689830386850139,-0.4681233783460184,-1.4771260021272503,,,0.2397098457465049,0.7460460403685705,3.5513403126358045,-0.1512431005307257,-1.4145053461070405,,class D
21,-1.3105748444801482,-1.2126439389967762,,-0.2903535657250481,-0.5180692856642715,-0.2465424297723175,1.1640148664886252,,-0.7388457598744771,,-2.117922852295065,0.1722707326829764,,-0.9183121664318248,-0.4056908421530372,,-0.1481005946515964,0.987326661555084,1.8432001666317768,0.3267892384724259,class A
22,,,-0.7530741884824059,,-0.5288549763759645,-0.3124957540478024,0.1974603475822801,,,-1.3983405346169673,-3.474995921146421,-1.7559255063806458,-0.0991351684231055,-0.0389414163447711,,-0.9816906841272308,1.062763429119386,0.4073586396252607,1.5676939324097463,,class A
23,,,-0.8579416409149312,-0.0885548556261158,0.5965476767043647,1.5683890699428462,-1.3866599736253398,-0.6627872590715169,2.279412546758863,0.6121807530201,0.3538203942633635,1.0462931925274757,-0.8622488523341388,1.0733159844895772,,-0.8034039776885172,0.0050231707341347,0.1346982930478897,,-1.5336558949367411,class D
24,,-2.1014144307941325,,-0.3928943437090658,0.406156980381833,,,2.1388387015372974,,-2.801925827541165,-1.7406491210100752,,0.0140762417969497,0.6969887669186731,0.9226738738298093,-1.1488046504435014,-0.3093756838434146,-0.3989056677059923,2.194997101810997,,class C
25,,0.7658414933366136,1.1010632514124024,,,0.8991266067428376,0.5794310704259055,0.1174445537924223,0.2718943081785735,-0.54572989326045,0.5959881592769616,-2.0820112148051733,-1.2745202635881276,0.8319830050326679,0.6197932580961933,-0.2341482275734536,-0.9017380879915444,,-2.0517485205305555,-2.9621887353179592,class D
26,-0.8240185693749226,,,1.4877354962156395,0.1891555134690971,,0.3528454038864054,0.6249500521763263,0.521932196729131,1.7995086913747935,0.3870359734986068,0.2461000971990068,2.3385243819946493,0.4654665194664091,,-0.9763364248637856,0.1089448957503435,-0.3424009044894132,0.7021934567183681,2.2341899069527305,class A
27,0.2145048466887003,0.0725149849728838,-0.0222536136662843,,-0.8067386732844212,,-0.0411707276293874,0.5661595472487972,-0.2175612559538222,-0.3289686189822156,-0.944734150419872,,-0.8726667204162007,-0.4533481418369827,-0.2474341718405605,-1.8160207820905645,,1.5291491300335045,-1.2764985868145495,-2.9008494394133324,class A
28,,-0.557884225219607,-1.1136958825352474,2.17664171480876,0.5481872234570204,-2.149072297681558,,,0.1655877086227164,-3.2679638764210184,-1.5986768669209956,0.0935596749492946,,-0.6698385763879123,-0.3836052840844164,,-2.2170508548704113,-1.0598243933952651,1.469946302796472,-0.9360031555154376,class C
29,,,-0.537039014483215,-1.0669235274914777,-0.1678883200940823,,-1.1210124023846957,,1.3441357223484571,-2.0804619176579484,-1.0025610204684208,-0.073437891648155,0.8679377480142894,-3.0443377657214117,0.0378039993984558,,-0.6564190559370259,1.119305538674545,0.0796810186487926,-0.0478494310031701,class A
30,-0.27575415729277,0.1481721748709881,0.310524075775232,-0.584367928581349,,,,,1.2144308897912863,-1.7497117628134518,,1.0375477626707674,1.226521543438552,0.8184259062513352,,-0.1546963544732928,,0.2306630904056625,0.1412148011399574,-0.6390716929384108,class C
31,-0.6584202968639125,,1.9412017532230503,-0.0209174709811556,,-1.3792597508376423,-1.0068633015627173,1.3746084412043953,1.311759950396666,-1.2361971234048397,1.4405816671558056,-0.8294280240421333,-1.4052329496807552,0.0275224500068738,-1.5960991793104389,,,0.2767289720404926,0.709750333828421,,class C
32,-1.460369577506977,-1.449166330579775,,0.8022673097007815,-0.8763481243464382,-1.1954055399237191,0.629836620559769,3.167834010652552,1.8389700122365125,-3.372141919650663,-1.0465876879216498,1.0294314533999789,-0.5607108146812018,,0.834683841269177,-0.5843191594144493,-1.0367206834794789,-2.0855132111287316,2.0819432576041077,-0.1476314743037776,class C
33,-1.7385974218998652,-0.8461728070600443,0.906551163448986,0.4866306811019851,1.2675325153816708,-2.629447341587504,,,0.6598547461040943,-2.2144466711116837,,-0.81530741377917,0.714884853228487,-0.4953938884756811,-0.8667468237594663,-1.9667201152146725,,-0.0915418055991255,2.397980336435408,,class A
34,-0.2927065395627648,-0.8545535890592832,,1.282371138023655,0.504176557334279,-0.9126990339535208,,-1.4332171950850985,,-1.2386234539228775,-1.031199683061827,-1.2556201266580105,-0.4245909524592657,0.5040290522388777,-2.328735354244698,0.3303397042173179,0.7713577182255589,,1.4017548368426755,-1.220607010638197,class A
35,0.6466360884266033,-0.7269113205144433,0.4447169727423841,0.4124478008439493,,1.067363117443554,,0.1445878952711181,,-1.2079872706418209,-2.564754597465468,0.9787812270838327,-0.3021829875920163,,,,0.653528376045751,0.0821920047231731,,-3.878626762757956,class D
36,-0.2550129952242757,,-1.087868656520016,,0.0167632486525085,-1.035389346228031,-0.8136301785126564,,0.5895868339598576,-3.2074734536498783,-2.3180485618046855,,0.3825563192830723,0.8258629616257767,1.4391521014100417,0.353670264035931,0.8853553545040396,,3.1462062940025284,-0.6912334301344301,class C
37,-0.7692844822419401,,,0.0603555022291696,,2.8488609073366513,0.4625477566793268,,0.4698584072334808,2.072362360789967,-0.4436865925089682,0.5713224846762907,0.6529049719938576,,-0.0262343870951636,-0.6853719420029798,-0.5375991914050516,0.2471097549735453,-0.5089341072892157,-1.3236012466005085,class B
38,0.0923957702649767,,,,,-1.5533442386123757,0.0999465916774106,,0.2138708215620335,,2.01857155808029,0.919397850270256,0.2605418715237759,-1.303833532453338,0.2683119077870425,0.5502689022416338,-0.2773037769620624,-0.5794353034759191,,1.677533628255959,class C
39,-0.5446215241245019,0.3589489422761117,,,0.2687509275981883,-2.6863877958222133,,0.0206163747304708,,-2.1087234020927856,-1.065804330834317,0.0685844441074369,,-0.3038755693637402,,,1.2702483252571477,,0.8729668424021737,0.0385107944411089,class A
40,0.9350794885000028,0.2257795181213374,-0.85085295273358,,,-1.1018145008958804,-0.7989452916905243,-0.2630416542048486,0.3192767201958587,,-0.6769392510931798,0.7629267885653321,0.1598473043267177,1.5186439614044798,-0.4381874526164505,-1.1170500298110293,,,0.1263122080386305,-0.8449335035975033,class A
41,,-1.1195100905688666,-1.190282517838153,-0.0648644327772777,-0.1934875439995456,1.6698321972406251,,0.2481422400655856,,,-0.6733062124789195,,-0.2671751643032144,0.2941972357559533,0.5951972552056878,,0.4178015901968032,1.3932931041638577,,-0.5166672690268449,class D
42,-0.5910452221676621,2.485907815450073,,-1.0199784172882471,1.189864862046704,,-2.279032154090156,-1.527431537381097,-0.7142958624329852,,0.9156559849444356,-1.193316925963138,0.5397607534732665,0.9028264510443788,,-1.0269375283259743,-0.1798793519233554,-1.058759842703439,-3.716008137063672,,class D
43,-0.1025596136917943,,0.1468420797691838,1.1380912870189284,0.8619096292325783,-0.4543971263821924,0.3255636577783291,,-0.8431817934661312,,-1.3772851817118317,,0.1273476278575227,-0.6508462509981545,,1.056663124694948,-0.4769347758778485,,,-4.396066959902816,class D
44,2.1553625398331557,,-0.6240728878062827,,0.3320972994797219,,-0.7391648688740154,,-0.601404699895016,-2.128186202895459,,-0.9655410848434244,0.6617492754379155,-0.8833684224106833,-0.2636175789809218,,0.4163604311877468,-0.9230133542458762,2.6192147407847592,,class A
45,,-1.7350231563944856,1.3851760466425462,,0.4072197952319329,,0.5373021465799483,-0.0870791373561247,,,0.8619207216627411,1.3879414961084866,-1.2269358264694556,-1.1929206864335908,-0.062802819183338,0.141909239764677,0.0342977794609691,-0.7090841275188953,2.10714015746275,0.0929142334837016,class B
46,0.7204707033801889,-0.2221495245584965,0.2779551707170563,-1.132429909553542,-1.044346637092668,-0.2918947199142155,-1.1515373603621872,0.9810178482274612,-0.96014349265038,-1.2464176238807898,,,-0.7236976550340768,0.3148057411213134,1.1601697243174516,,-1.2841750038165052,1.6923423527704762,0.1639333584407527,-0.671268266225516,class C
47,0.0077607896617352,,,-1.3489206812644745,,0.1137936399621867,0.7047459772452143,1.551716309650026,1.222375957962304,-0.8562895360403927,-2.026533530816618,,0.4431091350925247,-0.0127672162091497,-1.230364847339163,0.026776746698948,1.744732200513425,-0.1161686405283627,-1.760431645788291,-2.352014864506046,class D
48,-0.6280987172703112,-2.2571012939272728,-0.2639776627227201,-1.3424015056728142,1.2586638339159202,2.3811155842767353,,1.9508635689562743,,0.5364973203460247,-2.601572116888746,-1.3423401589539166,,,-1.1748878723295593,1.8566008495437367,-1.3741766334385723,0.3239044892721252,,0.059278131072046,class D
49,0.0871666326359795,-0.658974112101425,,,,-1.9338050558041493,-1.675402015457197,-1.6866103106468162,-0.6123451414119763,,,-0.0924070528778798,,-0.0443046186994294,0.3249491932693637,,0.1406726746803998,0.301959761475106,,,class A
50,0.6938542480948032,-1.7581639755010594,-1.4489570258940907,,-1.6823289311717984,,0.2966085580234019,1.1997966973157106,,2.7955787219038823,-0.3584325030887353,-1.5365417635094332,1.7403619818330835,0.6085248908095587,0.0596662837493544,-0.939563782673152,,-1.8262370635762712,,2.436596301911221,class A
51,0.3636803107423697,,,-0.3885330984114769,0.6083053077891802,2.4261025826790483,0.2973573285794973,0.0506032162904805,2.8489234551457123,1.2581736822969132,,1.2434850206286336,0.9665738954554484,-1.1337316539194475,-1.1216026770739007,,0.6572830428084117,,-0.8580477390428589,,class B
52,,-1.4363784234627577,,0.9563557969555356,-1.7852540488664683,0.6107178763607622,-0.4711183862113615,-1.8571843483827857,1.0683023984307638,0.3779995503158119,-0.5155078297263185,,,-1.5650486508577433,0.6330022640516899,,,0.8741027711913855,1.5805906249682864,-0.4618335205630182,class B
53,-0.114643545248173,,-0.3848431377633323,-1.0705828477076005,0.8289080487808171,0.7130806297454243,-0.4888409071718009,0.3632425814388333,,1.0184658399225603,0.2910245352394409,0.743740562199559,-0.6623693670078625,,0.2705200282662761,0.1395008159144766,0.7978813055218847,,,2.871091260964523,class A
54,0.3795883185829287,2.925057887870034,-0.40814742261906,-1.1815217880109528,-0.0701668454728102,,0.2040979340873518,-1.8303605934250493,-0.8073552006156005,-2.2603535649466693,,,,-1.6130720812456094,-0.0852283732508603,,-0.5505928911454964,0.6679184926654826,,-1.8906528868348804,class C
55,-0.0580566090492828,-0.0247700931265377,1.0003076324734697,,0.9984182795640368,,0.5316414824563797,,2.584739794162022,-0.1045949298621983,0.0121871134068263,,,-0.9556193113393792,0.5062766441758348,0.3922385673252764,0.3364228819339989,0.1715532730145386,,-2.08933449514631,class D
56,,,-1.1118578904756549,0.5817302473429433,-1.7698758495350615,,-1.0214948551314107,-0.5448055662844306,,0.7620470799344685,0.231099310812654,1.6879597693429629,-1.409637486323856,1.3269719543082292,-0.0435619238917126,-1.387061446555566,,1.7168741195374655,,1.2378275335156224,class B
57,,1.1930976817395715,,,1.3702590102180887,-3.1113242622343846,,1.4649474505204132,0.0404059610013195,,,-0.0729277656645292,3.4277786646089417,0.3902104916783372,-1.878097371237428,,0.8199729789297969,,-0.0765096310033017,1.4109094849528376,class C
58,0.6749793457472983,0.1786250811752502,,0.6046149386132986,,-2.3629750943323016,0.7733706813666164,0.5802748397446498,,,,,-0.6600562942270319,,1.3515459633341134,-0.9218792527890184,-0.7732432100692965,-0.5823256122768693,,,class A
59,-1.3687902552357112,,-0.7141502686528857,1.7371140104623393,-0.3225577340865126,,-0.5053878315363342,-2.5018755463630864,-1.740164779310217,1.52421870657727,-0.4649273895223167,-1.8554615543191268,-0.1012800192399628,,0.0505716863977505,0.8082140116625447,0.2970814984539383,-2.184440318013173,0.3011522714786208,-0.268244256254689,class A
60,-0.2773164039475066,0.831696633862899,,,0.4961143249341536,0.429899330215763,-0.2999286206222731,0.9561806418726168,-1.9966195872336951,,-1.8834592728198445,-1.2821699769799435,-0.3402958705023757,,0.7990936138843902,,0.09284537542029,-0.8667208815228584,-1.6940176612309004,,class D
61,-0.425697250772534,0.7424898910270422,,1.1528042353506456,,-0.1062129325958766,-0.231248699743884,-1.1201514283148837,-0.4616017581632454,0.8562391667397271,,-1.3546384635966695,,-0.3948690012283739,-0.2059935250008861,,,,-0.7502770989281273,-0.0787459586345061,class A
62,0.026745974779578,,-1.409545155770605,,0.2077769731115534,-1.596947757741473,-1.283289095414315,1.1212507935329246,-1.10780193241766,-2.8469498935755784,-1.3912660533048962,,-0.2428562861697958,0.5470581641019512,0.571129693522214,0.7283073969157853,1.756215640958404,,0.3587240846469139,-1.890543305464857,class C
63,0.8731787546522557,-1.1226150518649505,-0.4098246086555259,1.3499107779239474,-0.8537740110048166,0.6698607810692669,,-0.5523403085962618,-1.4468950421004043,,,,-0.5773582695346439,,,-0.2745319621863682,,-1.1625515376127389,1.0822980157763356,-0.4158343691789344,class B
64,0.4805070196681893,-1.6702659866468148,-0.5727276836971226,-0.3629178789459224,,,0.5309281838869104,0.4892415024324577,-1.1257450404617264,1.521272472781778,0.4212593225456423,-0.212209047676233,-0.49322097771714,1.5087281222237685,-0.0868538528495136,,-0.6150313804166881,0.0916474201761454,1.5041072825655173,,class B
65,-0.1391289666267234,1.0701718880955922,,1.6179271512410984,-2.314722503464513,-2.1115125135935693,,-1.4906217622007678,-1.133939103690605,-1.2718383181522528,,0.9978167513215924,,0.2341904122462665,1.0140586411313564,-1.8577580845495705,,-0.0578417931137671,,,class C
66,-1.5182153255038104,-0.3097470658651972,-0.7335206423294128,0.762924892258507,0.0379223406816414,1.9495397119967643,,-0.6159426101091976,0.4538727696619496,1.895155149284112,-0.6191342648776166,,1.3659745647649593,1.1041975210444444,,0.0452480177178407,-0.0449857242332489,,-0.4094317389846598,-0.3181709170449632,class B
67,-1.5076303269870228,-1.3741791359512223,-0.4809828143038931,,-0.4838849297263287,,,0.5162378332412039,0.8007041537867575,,-0.7794321452691894,0.7144204748507327,-0.1870437305133921,-0.0620523496485294,0.949724555731814,,1.0301757306020702,0.1110426988172799,,,class D
68,,-2.725333054794578,0.9934285449903676,0.1667067960039214,-1.76334083060481,1.4645430700364854,0.7184858468747505,0.171006685296208,-1.52576674808891,-1.5713442804487583,-0.7591807352712238,-0.9101729686158836,-1.2195686683690532,,-1.2224329570211636,0.0349861651511741,0.772756542973531,1.220741044990995,2.197466768274436,,class D
69,0.072539184245143,,-0.8678004305760738,,1.4923665191284072,1.7217598582694793,-0.5873495848480488,0.249439174423693,0.5447944708780896,2.8726047408351323,-0.1070361373462576,-0.2563321586357932,,-0.454791238915971,,0.550820596003813,0.6861159383507488,1.288806111865299,,1.2121171493536282,class B
70,-0.0426969551841234,0.582153938328601,1.0669127047872569,,-0.2677187119753316,-1.7412975143124436,,,-0.0634961797072604,,1.0667016555854976,0.2582124829349671,-0.810234938139997,0.3781671578273528,-0.4194078793238906,0.9573175521167168,,,0.2537384665629848,2.1032572185517218,class C
71,1.1729658019215778,0.348374454694921,1.3836253063487658,-0.6716562075253947,,-2.316658549427694,-0.5896576386453376,-0.6915895208900111,0.6630081840972281,-1.2384080321124975,1.6424052215021636,-0.9018516609706608,-0.5860619595978673,0.2140694799502425,0.9593398239267508,-0.5149023783765178,0.416723398962058,0.3279219053545664,0.7324875263682082,1.348256667681253,class C
72,,0.3003918987213696,1.1962670398924238,1.1407154299003577,-0.0648128357929253,0.1361675315913278,-0.1688908713868455,-1.4548782007429517,1.3317999622434342,2.283828527128874,-1.6302851676239665,1.0799942782172118,0.989255532042995,1.386045818225926,-0.5096210104210716,-0.6341503913374607,-1.5275837901206748,1.648886706379008,0.286142200882286,1.6697508645146693,class A
73,1.3675562521330455,-1.6404404221468196,-1.5538319971035124,,1.0861501888344078,,,,,-0.0553774325907488,-0.8224019001324406,-0.8118845945932067,,,,,1.0593656532575786,,1.170393158280043,-0.8448807654196232,class D
74,,-0.2581283018711657,-0.5175045486842542,0.1805024189299117,-1.2817209628852693,,-0.1210899323777752,-0.4334894449188394,,,1.1614048795782426,-0.5967514543131509,1.262055470734566,-0.7189863781439251,-2.270893658071969,-1.0733596302495898,,,,1.2187942837336512,class B
75,-0.5304401199868243,-0.4891665860681825,1.2725265806535098,,1.0564214613829142,1.5662654958041604,,0.6298552318036962,-0.4970397374399863,0.4039268142086857,,1.4255281525187942,1.1400502373319472,0.6642542449217472,0.2502102954092128,-0.4532935763071924,-0.5410751778146273,-1.131184291060425,,-1.3238367970485674,class D
76,-0.5789489462573864,,0.556382250093015,-1.393184236364,1.0766072851875097,1.7403316859510316,1.097620071443629,0.6972980209321247,0.7813756035477366,1.9798760940006712,-0.3231905875315252,0.1528828756714932,,-1.337981628789647,-1.4824131957381823,-0.5719185594242218,0.1955746409288177,1.367812702182519,0.5212450150622435,1.7990313071685675,class A
77,,-1.3471677184070254,,,1.379064155440337,-0.2370716481289911,-0.063457162766345,,0.1009168104607987,-1.5223168154510422,-2.304409057147395,-0.5358657823252563,0.595429114557352,,-0.3009602798543448,-1.0763605907332323,0.212395604663293,-0.5927852706841245,,-1.940854848098602,class C
78,0.8616692002252702,-0.9355147435172546,-0.5209690217004114,-1.856208729565472,-0.3817621464773486,1.4669349403691436,-0.3291993608201559,1.1073284399054375,,,-1.3715787988773844,-0.2981348723713001,1.4985460209685422,,-0.8934169434874135,-0.1113926110292096,-0.9606269020148984,0.5350392916416078,-0.459400904882687,,class A
79,-2.377063026204798,-2.511180038984522,0.4236995845288928,0.1145154895338686,,0.9689774085312988,0.8114278174765267,1.8781834620407216,0.4623845527108871,,-1.7770352850153883,-1.2119430279817438,-0.4274611191807078,-1.2001177255472923,,0.7645903487442669,,,2.374804402284079,-1.2688131528417288,class D
80,0.7981115454403597,-1.165587439080335,2.320591585954372,-0.4215047948377703,-0.5055641898565719,1.905872300916396,-0.6087124646846709,0.0428154642261512,0.6907479493080559,,-1.07494466489366,-0.1989170311477088,0.4072950086141508,-0.0997178748239536,0.2622993624476575,0.9146696493303952,-0.5900541067415226,,1.1583876673133071,2.025109163470141,class A
81,0.4151791729501236,-0.8277880709480393,-1.6388586744395768,-0.3062078293801598,,,-0.7879695631292327,1.3198153656610323,,,1.245402845733767,1.8204106494002603,0.2857977513777133,0.0038116120538715,-1.956696290323039,-1.2636603026967437,,0.5730322043507005,0.8774266162767989,,class A
82,,0.6731987651423403,2.0378101781934865,-0.0716387161874795,0.32591425401569,-1.92657766213335,-0.6947466561215224,-0.6384204411421388,2.0155443799489796,-2.49002352042489,-1.4743691214582646,,-1.0770764198115734,0.2629369336386469,,0.0406061749439188,-1.7887619925637108,-0.3596205058322779,-0.3758911906799458,,class C
83,-0.6245053261703628,0.177358625040684,,-1.629003960874797,,0.9929182026420748,0.3741097181925084,,1.4819012944827417,-1.3006552375113924,-0.5194689594503306,0.2867351177831029,1.702906009680213,0.4633409549445379,,-0.9176141552590288,-1.1194219587582188,-1.3328608722026374,-1.4230400369867566,-3.3680747854259483,class D
84,,-0.8022469334970462,,-0.5890890395856501,,1.8166903403310088,0.7814543655426761,-0.5668351394610773,0.6135115159691065,1.1494458549367566,-0.3922293637605273,,2.1745252525078853,1.1131599506714576,0.9086834908676176,0.4690637585677046,-0.8527617186653554,1.2398125847215118,0.1117174024136415,-0.7374635847994464,class B
85,-1.4255434667060372,,,0.7897047669650042,-1.9716404629492592,-3.1468389907063137,1.738361850236772,1.621409832917998,2.352962020218238,-4.144692980545244,-1.273771973806212,2.2695377648694413,-1.093067989889963,-1.2239751863290078,1.119471348645772,-0.6262804836828043,,,,-1.7327121563569703,class C
86,,-0.6618936596083731,,1.1316006854088096,,-0.9390842493002338,-0.6003657318660625,-1.8040500516674396,-1.7210814473822178,0.2294902128935906,-1.2517784442555793,0.3327261334055768,0.793910902284296,0.8974286688782278,0.0983587395609055,,0.0115810304820433,-0.0643207794114994,1.6892526040625522,0.7877847988637274,class B
87,-2.119650856000142,-0.8895231846641313,-0.6042447985588468,-0.3562431327043059,-0.0375895318647424,1.2553211301724638,0.7926524031598158,-2.3157616628448805,-0.984345034537283,1.5185177383423991,-1.2418093624584094,-1.3367446014775295,1.0118095281262296,-0.5892684355583313,0.659593213576131,0.0227385923942908,,-0.5455942791470674,,-0.7694749653537883,class B
88,,,,-0.5699883058994863,1.6896084471242383,1.2734448495753357,-0.6710494436165566,-0.6694692533637843,0.5840403161362283,0.3273624826235287,-1.0520175625224204,,-0.3778045834363791,1.1928040224467469,,,-0.6374672970495435,,0.652570103801114,,class B
89,-1.885961327728968,-0.5191454763350292,,0.5447620909448265,1.8717823242404945,,0.6491747078234028,2.8911216200589576,-0.3905955387696837,-3.491669425427687,,,,1.37922728880847,-0.7646564617466299,-0.8765487681954919,-1.4654434429340186,1.820134675328016,0.5299009135928061,-2.1582424844955153,class C
90,,-0.8692409792973903,-1.060298683793767,0.1986071316856675,1.0699959067973157,1.8139254590971836,0.525912297665969,-1.5745390915727009,1.2789895210494664,,,,-1.1521849099383723,-0.6858010320490606,1.376715209260977,0.9965266334173066,-0.2951154350738531,,0.3306697827390297,,class B
91,-0.3394449892597075,-1.9735286883254577,-1.0173429644619991,-0.1262914086913265,,1.2926908116996103,,,2.317174294149146,,,1.6000778532964082,-0.3498979773407875,,-1.7630155043451663,,0.6079618360065001,-0.1481543653432431,2.119255938138412,2.119799634870063,class C
92,0.289757650110283,-0.8684253675895894,,1.70334455811122,0.9511708693817092,-0.0677314350422232,,-1.2149816508498392,,-0.6394675837511248,-1.4383961975681891,1.048905539523437,,0.3960002086986977,-0.2818335131126196,-0.4297967368904735,,2.549481695900614,1.016168927138294,,class A
